text,preprocessed_text,sentiment,confidence,favorite_count,created_at,location,username,source_dataset
Boikot carrefour. Berikutan sokongan Carrefour kepada tentera Israel rakyat Oman memboikot Carrefour dan memaksanya menutup semua cawangannya di seluruh negara. #BoycottIsrael #NoThankYou https://t.co/O7iZ1wKgav,boikot carrefour berikutan sokongan carrefour kepada tentera israel rakyat oman memboikot carrefour dan memaksanya menutup semua cawangannya di seluruh negara boycottisrael nothankyou,positive,0.7397053837776184,0,Thu Nov 07 13:13:50 +0000 2024,Kuala Lumpur.,hasrehf,uploaded_data
@amirman_ @wnaidanz kalau betul boikot kasi google kena juga. dua2 google n waze support israel,kalau betul boikot kasi google kena juga dua2 google n waze support israel,positive,0.997654914855957,0,Thu Nov 07 13:11:08 +0000 2024,Malaysia,syadh_a,uploaded_data
@supeskrim @hermawan_devina Kata siapa anti Starbucks ngga nyumbang apa pun? Hasil boikot kliatan kok. Perusahan2 individu2 besar mulai menjauhi israel. Ikut menyatakan sikap. Mereka jg paham akibat boikot. Elon musk aja ditekan jg tp kekeuh dgn free speech nya. Berita trakhir Israel ricuh sndr didalam.,kata siapa anti starbucks ngga nyumbang apa pun hasil boikot kliatan kok perusahan2 individu2 besar mulai menjauhi israel ikut menyatakan sikap mereka jg paham akibat boikot elon musk aja ditekan jg tp kekeuh dgn free speech nya berita trakhir israel ricuh sndr didalam,positive,0.9992961883544922,7,Thu Nov 07 13:08:21 +0000 2024,,sap1389,uploaded_data
️Halah ngapain boikot percuma. KFC rugi malahan di malaysia sampe ratusan gerai loh yang tutup imbas stand mereka. #FreePalesine #boikotisrael,halah ngapain boikot percuma kfc rugi malahan di malaysia sampe ratusan gerai loh yang tutup imbas stand mereka freepalesine boikotisrael,positive,0.9994200468063354,0,Thu Nov 07 13:05:20 +0000 2024,,Aoirockbell,uploaded_data
@twosideone @heymusafir @larassdwiw @hermawan_devina Yeeh tolol jelas2 yg punya X pro israel Lu boikot knp? Krn target boikot pro israel kan. Lha elon ini pro israel kok ga di boikot? Boikot tebang pilih? Idiot,yeeh tolol jelas2 yg punya x pro israel lu boikot knp krn target boikot pro israel kan lha elon ini pro israel kok ga di boikot boikot tebang pilih idiot,positive,0.9929137229919434,0,Thu Nov 07 12:55:35 +0000 2024,,djancyuk,uploaded_data
Imbas Genosida Israel Pendapatan Global Starbucks Menurun #BOIKOTISRAEL #GAZA #GENOSIDAISRAEL #GERAKANBOIKOT #PALESTINA #STARBUCKS https://t.co/o50hZyMxiw,imbas genosida israel pendapatan global starbucks menurun boikotisrael gaza genosidaisrael gerakanboikot palestina starbucks,neutral,0.8698315024375916,14,Thu Nov 07 12:19:17 +0000 2024,Indonesia,hidcom,uploaded_data
@ngopikaliah @hermawan_devina Pikir baik2. Buktinya apa KFC menyumbang Israel. Cuma karena mereka ga keluarin statement pro Palestina? Boikot dan cancel culture itu toxic.,pikir baik2 buktinya apa kfc menyumbang israel cuma karena mereka ga keluarin statement pro palestina boikot dan cancel culture itu toxic,positive,0.998932421207428,13,Thu Nov 07 12:13:23 +0000 2024,Indonesia,anonapostate,uploaded_data
Usaha semakin susah ditambah ulah para GILA AGAMA yg boikot produk Israel. Rugi KFC (FAST) Bengkak Jadi Rp 557 M Imbas Boikot Tutup 47 Gerai https://t.co/SGjOEUGDpA,usaha semakin susah ditambah ulah para gila agama yg boikot produk israel rugi kfc fast bengkak jadi rp 557 m imbas boikot tutup 47 gerai,positive,0.9960823655128479,0,Thu Nov 07 12:05:32 +0000 2024,Indonesia,agent_pin,uploaded_data
@hermawan_devina Bukan karena Boikot ini. Mmg ekonomi lagi lesu aja. Btw Israel udah berhenti genosida belum? Palestina udah merdeka? Kan sumber dana zionis udah berkurang.,bukan karena boikot ini mmg ekonomi lagi lesu aja btw israel udah berhenti genosida belum palestina udah merdeka kan sumber dana zionis udah berkurang,positive,0.9982837438583374,0,Thu Nov 07 11:53:06 +0000 2024,,JonathanRi32936,uploaded_data
@tanyakanrl Males bgt XL di nomer gw suka mahal mending pake yg lain mana aplikasi suka eror mahal lagi,males bgt xl di nomer gw suka mahal mending pake yg lain mana aplikasi suka eror mahal lagi,positive,0.9995174407958984,0,Thu Nov 07 10:53:07 +0000 2024,,theycallme_gaez,uploaded_data
Dukung Palestina Ribuan Santri di Batang Serukan Boikot Produk Terafiliasi Israel https://t.co/irW0lWHYhm via @suaraislamID_,dukung palestina ribuan santri di batang serukan boikot produk terafiliasi israel via,neutral,0.9767430424690247,1,Thu Nov 07 10:43:23 +0000 2024,Jakarta Capital Region,suaraislamID_,uploaded_data
Tausiyah kamis ini diisi oleh Kasubbag PTIP Rina Malasari S.Kom. menyampaikan tentang Boikot Produk Pendukung Zionis Israel ataukah Tidak? BOIKOT ATAU TIDAK?. Apakah kita boleh ikut-ikutan boikot produk pendukung zionis Israel? Kita diperintahkan untuk loyal kepada sesama muslim,tausiyah kamis ini diisi oleh kasubbag ptip rina malasari s kom menyampaikan tentang boikot produk pendukung zionis israel ataukah tidak boikot atau tidak apakah kita boleh ikut ikutan boikot produk pendukung zionis israel kita diperintahkan untuk loyal kepada sesama muslim,neutral,0.9773244261741638,0,Thu Nov 07 09:28:17 +0000 2024,,pametro24,uploaded_data
@Andi__Rahman @sehatAQUA fix yang ada indikasi pro Israel kaya Danone musti di boikot sampai turunan nya seperti vit .aqua .sgm,fix yang ada indikasi pro israel kaya danone musti di boikot sampai turunan nya seperti vit aqua sgm,positive,0.963230550289154,0,Thu Nov 07 09:18:40 +0000 2024,,rohanijae,uploaded_data
@Andi__Rahman @sehatAQUA Cari untung nya di Indonesia tapi di selundupi untuk Israel juga danone harus di boikot karena terindikasi pro terhadap Israel,cari untung nya di indonesia tapi di selundupi untuk israel juga danone harus di boikot karena terindikasi pro terhadap israel,positive,0.9985178112983704,0,Thu Nov 07 09:06:37 +0000 2024,,Tinatoon40,uploaded_data
Ayooooo jgn kasi kendor BOIKOT TERUS Produk terafiliasi Zionis Israel Laknatullah,ayooooo jgn kasi kendor boikot terus produk terafiliasi zionis israel laknatullah,positive,0.9975296854972839,1,Thu Nov 07 09:02:08 +0000 2024,Rantau Prapat Sumatera Utara,4d3_4j4,uploaded_data
Gue emang belum sempurna banget sih boikot brand yang support israel tapi seengganya gue berusaha dengan menyetop penggunaan beberapa brand dan bagi brand yang masih digunakan seperti gadget akan gue gunakan sebaik2nya untuk speak up,gue emang belum sempurna banget sih boikot brand yang support israel tapi seengganya gue berusaha dengan menyetop penggunaan beberapa brand dan bagi brand yang masih digunakan seperti gadget akan gue gunakan sebaik2nya untuk speak up,positive,0.5665529370307922,0,Wed Nov 06 16:31:15 +0000 2024,,spicyabbyst,uploaded_data
@HidayatiFa55063 @erlanishere @prabowo Terlalu bodoh klo dikit dikit boikot Israel. Menurut gue Indonesia harus dukung Israel utk bersihkan Hamas dari Gaza. Setelah bersih kamu gak perlu kirim donasi lagi mereka bisa bersinergi dgn Israel utk maju. Bisnis Donasi ini kan hanya tipu2 agar dapaet duit gampangan aja.,terlalu bodoh klo dikit dikit boikot israel menurut gue indonesia harus dukung israel utk bersihkan hamas dari gaza setelah bersih kamu gak perlu kirim donasi lagi mereka bisa bersinergi dgn israel utk maju bisnis donasi ini kan hanya tipu2 agar dapaet duit gampangan aja,positive,0.9830174446105957,0,Wed Nov 06 14:07:04 +0000 2024,,YokL97,uploaded_data
Penjualan FCK Menurun di seluruh dunia. TERUS GENCARKAN BOIKOT PRODUK PENDUKUNG DAN PENYUMBANG BANTUAN KE ISRAEL. #JokowiKleptokrasi #JokowiKleptokrasi https://t.co/YlHmwo03FZ,penjualan fck menurun di seluruh dunia terus gencarkan boikot produk pendukung dan penyumbang bantuan ke israel jokowikleptokrasi jokowikleptokrasi,neutral,0.7892230153083801,0,Wed Nov 06 13:46:06 +0000 2024,"Sabah, East Malaysia",KaixaVtuber,uploaded_data
giliran boikot rame tapi orang yang larang iran ngebomb israel malah di dukung kek otaknya dimana ? gua better trump dia lebih suka perang dagang drpd fisik dia gasuka liat orang mati emang trump punya impact buruk ke indo tp buat itu better than gua hrs liat banyak org mati,giliran boikot rame tapi orang yang larang iran ngebomb israel malah di dukung kek otaknya dimana gua better trump dia lebih suka perang dagang drpd fisik dia gasuka liat orang mati emang trump punya impact buruk ke indo tp buat itu better than gua hrs liat banyak org mati,positive,0.9992743134498596,0,Wed Nov 06 12:31:06 +0000 2024,,micomarcelloo,uploaded_data
@Sir_Azri @AzizulFarhan2 Jadi apa jalan alternatif yg lebih berkesan untuk menunjukkan solidariti kpd Palestin selain drpd memboikot produk2 yg ada kaitan dgn Israel? Sbb yg kita tau boikot saja mmg takkan membantu since economically Israel dibantu oleh USA. Ada idea lain ke?,jadi apa jalan alternatif yg lebih berkesan untuk menunjukkan solidariti kpd palestin selain drpd memboikot produk2 yg ada kaitan dgn israel sbb yg kita tau boikot saja mmg takkan membantu since economically israel dibantu oleh usa ada idea lain ke,positive,0.9306881427764893,3,Wed Nov 06 12:21:17 +0000 2024,,StewardMathias,uploaded_data
@aldapstsr kak alda makasih atas kesempatannya! aku mau baca buku sally rooney yg ini karna selain naksir berat sama covernya i just gained new level of respect to rooney karna speech &amp; aksinya baru² ini buat ngelakuin gerakan boikot israel. sebelumnya aku udh suka bgt sama normal people! https://t.co/Y1XeII71y1,kak alda makasih atas kesempatannya aku mau baca buku sally rooney yg ini karna selain naksir berat sama covernya i just gained new level of respect to rooney karna speech amp aksinya baru² ini buat ngelakuin gerakan boikot israel sebelumnya aku udh suka bgt sama normal people,negative,0.9979549646377563,0,Wed Nov 06 12:01:29 +0000 2024,she/her,copenhxmon,uploaded_data
@21_mozza Netanyahu itu perdana menteri zionis Israel paling jahat dan kejam sepanjang sejarah.. perangi dia dgn segala cara dlm koridor syariat Islam.. galang bantuan Kemanusiaan boikot produk Israel seintens mungkin.. https://t.co/GYMvjmHlP4,netanyahu itu perdana menteri zionis israel paling jahat dan kejam sepanjang sejarah perangi dia dgn segala cara dlm koridor syariat islam galang bantuan kemanusiaan boikot produk israel seintens mungkin,positive,0.998512327671051,2,Wed Nov 06 08:32:29 +0000 2024,Jakarta,Makmur13745478,uploaded_data
@TomketLovers Ini yg rekomend beli Strk? kan coin Israel kita boikot bangg,ini yg rekomend beli strk kan coin israel kita boikot bangg,positive,0.9946045279502869,0,Wed Nov 06 07:38:33 +0000 2024,"Melbourne, Victoria",Ifnusx,uploaded_data
@erlanishere @prabowo Malaysia berani ..langsung perdana menterinya bicara boikot Israel...kalau Indon..politik jilat menjilat,malaysia berani langsung perdana menterinya bicara boikot israel kalau indon politik jilat menjilat,positive,0.7749576568603516,0,Wed Nov 06 07:10:50 +0000 2024,,AkbarK17446,uploaded_data
@tanyakanrl Indomie goreng + indomie ayam geprek pake telor ,indomie goreng indomie ayam geprek pake telor,neutral,0.992271900177002,0,Wed Nov 06 06:38:47 +0000 2024,,theycallme_gaez,uploaded_data
@JenoFess Gpp jen tapi gw bawa motor ye lu goes gw tinggal ngeng ,gpp jen tapi gw bawa motor ye lu goes gw tinggal ngeng,neutral,0.9814650416374207,0,Wed Nov 06 06:34:09 +0000 2024,,theycallme_gaez,uploaded_data
 Solidaritas untuk Palestina lawan dengan aksi boikot ekonomi Israel. #FreePalestine | Trump https://t.co/EYKGQCFT3L,solidaritas untuk palestina lawan dengan aksi boikot ekonomi israel freepalestine trump,neutral,0.9929726123809814,2,Tue Nov 05 13:02:52 +0000 2024,,dearakhirat,uploaded_data
 Saatnya berdiri dengan Palestina; aksi nyata lewat boikot produk pendukung Israel. #FreePalestine | Trump https://t.co/6KHQ9fhwuO,saatnya berdiri dengan palestina aksi nyata lewat boikot produk pendukung israel freepalestine trump,neutral,0.5333129167556763,2,Tue Nov 05 13:02:08 +0000 2024,,dearakhirat,uploaded_data
Lengah dikit begini nih... Makin Biadab mereka. Yukk lebih gencar lagi boikot produk yg bela Israel. Jangan sampai lengah lagi. Terus suarakan Bela Palestina. #Palestine #viral2024 https://t.co/MrQZwHlr2Q,lengah dikit begini nih makin biadab mereka yukk lebih gencar lagi boikot produk yg bela israel jangan sampai lengah lagi terus suarakan bela palestina palestine viral2024,positive,0.9992396831512451,1,Tue Nov 05 12:06:35 +0000 2024,,AsrScy722495,uploaded_data
@tempodotco uni eropa itu masih dekat hubungannya dgn israel waktu MUI dkk gencar utk boikot produk2 afiliasi israel disitu para importir2 eropa yg banya berdarah yahudi mengurungkan niatnya belanja dari indonesia mereka memilih vietnam india filipina utk investasi kedepannya.,uni eropa itu masih dekat hubungannya dgn israel waktu mui dkk gencar utk boikot produk2 afiliasi israel disitu para importir2 eropa yg banya berdarah yahudi mengurungkan niatnya belanja dari indonesia mereka memilih vietnam india filipina utk investasi kedepannya,positive,0.9860097169876099,1,Tue Nov 05 11:47:22 +0000 2024,"Kongo, Africa",okino2x,uploaded_data
@starfess Kalo naksir tuh diem diem aja ini kelihatan bgt naksir nya ,kalo naksir tuh diem diem aja ini kelihatan bgt naksir nya,positive,0.6363270878791809,0,Tue Nov 05 11:44:51 +0000 2024,,theycallme_gaez,uploaded_data
@starfess Mangkannya sunwoo kalo salting tuh jangan kelihatan sullyoon nya takut kan jadinya ,mangkannya sunwoo kalo salting tuh jangan kelihatan sullyoon nya takut kan jadinya,positive,0.9938840270042419,0,Tue Nov 05 11:43:49 +0000 2024,,theycallme_gaez,uploaded_data
@freafk Yang terang-terangan funding dana ke Israel itu Disney kalau universal studio ga ada d list boikot,yang terang terangan funding dana ke israel itu disney kalau universal studio ga ada d list boikot,neutral,0.996625542640686,0,Tue Nov 05 10:58:56 +0000 2024,"he/him, Batavia",SXAIDX,uploaded_data
@ezash Sejak israel nyerang palestina dan aksi boikot. Banyak karyawan perusahaan terdampak boikot yg dipecat. Syuram.,sejak israel nyerang palestina dan aksi boikot banyak karyawan perusahaan terdampak boikot yg dipecat syuram,positive,0.9866904020309448,2,Tue Nov 05 10:35:09 +0000 2024,,nistirsyiwilin,uploaded_data
@Andi__Rahman Fatwa nya bagus ada ciri nya produk terafiliasi israel seperti investasi di israel kek daftar boikot saat ini rata ada investasinya di israel,fatwa nya bagus ada ciri nya produk terafiliasi israel seperti investasi di israel kek daftar boikot saat ini rata ada investasinya di israel,negative,0.7957292795181274,0,Tue Nov 05 09:20:27 +0000 2024,,subiyantisaja,uploaded_data
@Andi__Rahman perusahaan asing di Indonesia hampir semua sahamnya punya kepemilikan nya di israel kaya kfc burgerking pizzahhut danoneaqua starbuck musti di boikot,perusahaan asing di indonesia hampir semua sahamnya punya kepemilikan nya di israel kaya kfc burgerking pizzahhut danoneaqua starbuck musti di boikot,positive,0.641546905040741,0,Tue Nov 05 09:13:06 +0000 2024,,Tobingrek,uploaded_data
Barusan pulang lsg hujan deres bgt. Trs karena geluduknya gede2 aku sm adekku jd takut mau pegang hp jadilah kita tiduran berdua trs aku cerita2 soal sejarah konflik israel palestina boikot sampe ke tanda2 kiamat yg turunnya da**al nabi isa dll. Malah tidur dia skrg wkwk,barusan pulang lsg hujan deres bgt trs karena geluduknya gede2 aku sm adekku jd takut mau pegang hp jadilah kita tiduran berdua trs aku cerita2 soal sejarah konflik israel palestina boikot sampe ke tanda2 kiamat yg turunnya da al nabi isa dll malah tidur dia skrg wkwk,positive,0.9977415800094604,1,Tue Nov 05 08:57:16 +0000 2024,,lulluralla_,uploaded_data
@TaurusSitara @MalaysiaGazette @SanusiMNor Rakyat kedah yang sokong Palestin patut boikot kilang Boeing israel laknat ni....,rakyat kedah yang sokong palestin patut boikot kilang boeing israel laknat ni,positive,0.9994038343429565,0,Tue Nov 05 08:36:45 +0000 2024,"Bucharest, Romania",Mcmanamy99,uploaded_data
Cukup sudah Jangam sumbangkan lagi peluru dan bom untuk membunuh saudara2 kita di palestina... Boikot produk2 israel https://t.co/zgInHvcBGN,cukup sudah jangam sumbangkan lagi peluru dan bom untuk membunuh saudara2 kita di palestina boikot produk2 israel,positive,0.9990720748901367,0,Tue Nov 05 08:35:59 +0000 2024,,Khaliqa2016,uploaded_data
Konsumen telah menyatakan kemarahan mereka terhadap perusahaan besar yang mendukung kebijakan pemb∆nt∆i∆n Isr∆eL dengan memBOIKOT di seluruh dunia Yuk Tetep semangat dan istiqomah boikot seluruh brand dan perusahaan yang terafiliasi dengan israel https://t.co/iejw715EuQ,konsumen telah menyatakan kemarahan mereka terhadap perusahaan besar yang mendukung kebijakan pemb nt i n isr el dengan memboikot di seluruh dunia yuk tetep semangat dan istiqomah boikot seluruh brand dan perusahaan yang terafiliasi dengan israel,positive,0.9002574682235718,14,Tue Nov 05 07:59:44 +0000 2024,Bumi Allaah ,ukhty_onya,uploaded_data
@AgusMagelangan Mas ada postingan yg bilang kalau Khaby Lame is practicing Muslim. Ada komentar yg menanyakan apakah dia membela Palestina apakah dia boikot Israel apakah dia peduli dg kemiskinan mengingat dia adalah selebriti TikTok. Kalau tidak katanya percuma practicing Muslim.,mas ada postingan yg bilang kalau khaby lame is practicing muslim ada komentar yg menanyakan apakah dia membela palestina apakah dia boikot israel apakah dia peduli dg kemiskinan mengingat dia adalah selebriti tiktok kalau tidak katanya percuma practicing muslim,positive,0.9950960278511047,0,Tue Nov 05 05:33:46 +0000 2024,at home,aditretro,uploaded_data
x punya elon musk elon musk dukung Donald Trump Donald Trump dukung Israel tapi gada gembor gembor boikot boikotan mengapa selalu double standart? ,x punya elon musk elon musk dukung donald trump donald trump dukung israel tapi gada gembor gembor boikot boikotan mengapa selalu double standart,positive,0.9981141090393066,0,Tue Nov 05 05:28:37 +0000 2024,,gibors,uploaded_data
'minum apa dik?' 'horlicks ais satu kak' 'horlicks takde dik boikot israel' 'milo ais la kak' 'milo ada' 'kekdahnya akak la israel sebenar' lantas milo ais aku dicaj rm5,minum apa dik horlicks ais satu kak horlicks takde dik boikot israel milo ais la kak milo ada kekdahnya akak la israel sebenar lantas milo ais aku dicaj rm5,positive,0.9921925663948059,2,Tue Nov 05 05:01:56 +0000 2024,Shah Alam,afzal_zulkifli,uploaded_data
Agak miris ada yang bilang yang ndengerin nggak cuma orang indo doang seakan kayak... apakah yang boikot israel cuma orang indo?? Trus orang negeri lain nggak? :(,agak miris ada yang bilang yang ndengerin nggak cuma orang indo doang seakan kayak apakah yang boikot israel cuma orang indo trus orang negeri lain nggak,positive,0.9994217157363892,0,Tue Nov 05 03:49:59 +0000 2024,,nnssvtr,uploaded_data
@amore7_name Sm aj kyk ngapain boikot McD kfc Sebux kan mrk yg kasih donasi kita ngapain ikut2an kita cuma pembeli Pdhl hasil dr pembelian produk mrk tuh yg di sumbangkan ke Israel Keknya byk dr fandom lu gk paham apa itu boikot rela nir empati demi idol fandom lu emang kasih donasi,sm aj kyk ngapain boikot mcd kfc sebux kan mrk yg kasih donasi kita ngapain ikut2an kita cuma pembeli pdhl hasil dr pembelian produk mrk tuh yg di sumbangkan ke israel keknya byk dr fandom lu gk paham apa itu boikot rela nir empati demi idol fandom lu emang kasih donasi,positive,0.9992965459823608,0,Tue Nov 05 02:06:44 +0000 2024,Antah berantah,twosideone,uploaded_data
Kami ingin aksi kami ingin boikot Aktivis pro-Palestina berbaris dari Whitehall ke Kedutaan Besar AS menuntut diakhirinya dukungan Inggris terhadap genosida Israel di Gaza pada peringatan Deklarasi Balfour. ️🇵🇸 https://t.co/hp7yqqtliP,kami ingin aksi kami ingin boikot aktivis pro palestina berbaris dari whitehall ke kedutaan besar as menuntut diakhirinya dukungan inggris terhadap genosida israel di gaza pada peringatan deklarasi balfour,neutral,0.9845768809318542,25,Mon Nov 04 22:59:10 +0000 2024,"❣️ᴅɪ ʙᴜᴍɪ ᴀʟʟᴀʜ,ʙᴀᴛᴀᴍ❣🇲🇾🇵🇸",Ta4leaHayam1,uploaded_data
Udah lama boikot hybe sejak CEO nya terang-terangan bela Israel zionis islamphobia menghina Islam tanpa pake perumpamaan bener² kalimat hinaan. Apalagi skrg kebongkar kelakuan staffnya begitu.,udah lama boikot hybe sejak ceo nya terang terangan bela israel zionis islamphobia menghina islam tanpa pake perumpamaan bener² kalimat hinaan apalagi skrg kebongkar kelakuan staffnya begitu,positive,0.999526858329773,0,Mon Nov 04 21:22:23 +0000 2024,"Kota Mojokerto, Jawa Timur",rosee_verre,uploaded_data
@tanyakanrl Udah dah asli petinggi hybe isinya orang2 rakus semua. Lu klo kiblatnya harus boikot no israel dan idol lu idol hybe yg ada kerjasama sama zionist mending rest ngidol dulu or sekalian pindah haluan. Mau lu nyerocos beribu kata pun mereka udah masa bodo.,udah dah asli petinggi hybe isinya orang2 rakus semua lu klo kiblatnya harus boikot no israel dan idol lu idol hybe yg ada kerjasama sama zionist mending rest ngidol dulu or sekalian pindah haluan mau lu nyerocos beribu kata pun mereka udah masa bodo,positive,0.9995180368423462,2,Mon Nov 04 17:24:30 +0000 2024,,wontfeeldown,uploaded_data
@mx00711 @BayuAngora Ngapain lu ajak ajak boikot..kyk yg bener aj lu..klo msh make produk Israel mending gak usah byk cingcong..,ngapain lu ajak ajak boikot kyk yg bener aj lu klo msh make produk israel mending gak usah byk cingcong,positive,0.9977298378944397,0,Mon Nov 04 16:52:22 +0000 2024,,JSelvina49314,uploaded_data
@Piyusaja2 Israel harusnya diembargo... Ini malah dikasih bantuan senjata oleh Amerika.. Boikot juga Amerika..,israel harusnya diembargo ini malah dikasih bantuan senjata oleh amerika boikot juga amerika,positive,0.9994637370109558,2,Mon Nov 04 12:46:04 +0000 2024,.,mutajir_mohamat,uploaded_data
tapi poin boikot ituuu bukan buat bikin bangkrut tapi buat bikin perusahaan memutuskan pendanaan ke Israel klo di posisi ini w setuju boikot bukan karena nwjns vs army tapi karena mereka bagian dari hybe keuntungan ador masih masuk hybe kan?,tapi poin boikot ituuu bukan buat bikin bangkrut tapi buat bikin perusahaan memutuskan pendanaan ke israel klo di posisi ini w setuju boikot bukan karena nwjns vs army tapi karena mereka bagian dari hybe keuntungan ador masih masuk hybe kan,positive,0.9494396448135376,0,Mon Nov 04 12:04:25 +0000 2024,,auraf_,uploaded_data
@Aldoarch23 @EdySularno96489 Terlalu banyak narasi yg nyeleneh. Padahal klo berpikir dingin biarkan aja mereka melakukan itu. Itu bagian dr menjaga ke-khasan cita rasanya. Tinggal kita aja memilih mau beli yg ada stickernya atau enggak. Simple kan. Giliran boikot produk israel diem aja lu pada.,terlalu banyak narasi yg nyeleneh padahal klo berpikir dingin biarkan aja mereka melakukan itu itu bagian dr menjaga ke khasan cita rasanya tinggal kita aja memilih mau beli yg ada stickernya atau enggak simple kan giliran boikot produk israel diem aja lu pada,positive,0.9885009527206421,0,Mon Nov 04 11:54:53 +0000 2024,,Dodoe_Are,uploaded_data
@ZetaAscella @erlanishere Ga boikot twitter? Oeyyy malu ga masih pakai twitter??? Jelas 2 elon membela israel menghabisi hamas.,ga boikot twitter oeyyy malu ga masih pakai twitter jelas 2 elon membela israel menghabisi hamas,positive,0.9986269474029541,1,Mon Nov 04 11:04:53 +0000 2024,"Jakarta Capital Region, Indone",Wandiphilo,uploaded_data
@Marchfoward Bayangkan tak makan tiga hari sebab israel serang negara kau lepas tu mcD datang bagi bantuan dekat israel bukan dekat ko dan sebab itu aku boikot mcD dan Pizzahut the most.,bayangkan tak makan tiga hari sebab israel serang negara kau lepas tu mcd datang bagi bantuan dekat israel bukan dekat ko dan sebab itu aku boikot mcd dan pizzahut the most,positive,0.9975554347038269,2,Mon Nov 04 11:00:34 +0000 2024,somwhere in mars...,pwrtnk,uploaded_data
Tetap bersama Palestina dengan Boikot produk israel!!,tetap bersama palestina dengan boikot produk israel,neutral,0.7036638855934143,0,Mon Nov 04 10:48:31 +0000 2024,Indonesia,sonofhuman12,uploaded_data
Lu paling kencang teriak boikot israel Tapi lu tutup mulut soal project kaum bool jumbo yg daya rusaknya lebih dahsyat bagi umat peradaban manusia Stop normalisasi LGBTQ !!,lu paling kencang teriak boikot israel tapi lu tutup mulut soal project kaum bool jumbo yg daya rusaknya lebih dahsyat bagi umat peradaban manusia stop normalisasi lgbtq,positive,0.9991351962089539,0,Mon Nov 04 10:25:44 +0000 2024,,azwarlnst_,uploaded_data
Daripada boikot Israel 🇮🇱 lebih baik boikot ini sih lebih real. #SayNoToRacism,daripada boikot israel lebih baik boikot ini sih lebih real saynotoracism,positive,0.9981220364570618,0,Sun Nov 03 14:47:09 +0000 2024,Taman Firdaus,Matthew28at19,uploaded_data
@wahhabicc_jabar Saya cm sipil. Yg bs saya lakukan utk mendukung mereka: ngerusuhin Zionis di X mendoakan Palestinian stiap solsub sodaqoh ke @mercindonesia @npc_id boikot vendor pendukung @israel Semoga Allah mengampuni saya nanti di akhirat. Aamiin.,saya cm sipil yg bs saya lakukan utk mendukung mereka ngerusuhin zionis di x mendoakan palestinian stiap solsub sodaqoh ke boikot vendor pendukung semoga allah mengampuni saya nanti di akhirat aamiin,positive,0.8301253318786621,1,Sun Nov 03 12:15:11 +0000 2024,"Bali, Indonesia",SarmantoBi40611,uploaded_data
@iphone7decoco @porkandlar26037 @agama_nusantara @SKimansu @BayuAngora @Sentjoko @debbieflavi @PaijoKhentirr @penyebaracun @sakkusaitna @bnsphrxyzzz @Traxr @RefublikAteis @Johannmagister kenapa gak boikot produk2 utama yahudi/israel: -monoteisme (prcy 1 tuhan)? -nabi2 &amp; narasi kitab? -tradisi2 yahudi/israel spt sunat makanan/produk halal jilbab dst? kalau mau boikot sekalian dong jgn cm boikot produk2 yg receh!,kenapa gak boikot produk2 utama yahudi israel monoteisme prcy 1 tuhan nabi2 amp narasi kitab tradisi2 yahudi israel spt sunat makanan produk halal jilbab dst kalau mau boikot sekalian dong jgn cm boikot produk2 yg receh,positive,0.9990228414535522,4,Sun Nov 03 12:10:22 +0000 2024,,mx00711,uploaded_data
@tomahawkriders Sok sok an boikot produk israel nho jelas2 iphone produk bestie nya israel nympe skrg g ad tuh boikot Iphone ,sok sok an boikot produk israel nho jelas2 iphone produk bestie nya israel nympe skrg g ad tuh boikot iphone,positive,0.9982447624206543,18,Sun Nov 03 11:50:27 +0000 2024,"West Java, Indonesia",wisnukatep,uploaded_data
@porkandlar26037 @agama_nusantara @SKimansu @BayuAngora @Sentjoko @mx00711 @PaijoKhentirr @penyebaracun @sakkusaitna @bnsphrxyzzz @Traxr @RefublikAteis @Johannmagister @iphone7decoco Emg ngaruh? Produk secuil kek gt di boikot hnya mempengaruhi yg boikot. Dah byk energi terbuang tp yg di boikot si Israel mkin jaya n sukses aja tuh..jdnya yah gk ngaruh.. Weeekkks,emg ngaruh produk secuil kek gt di boikot hnya mempengaruhi yg boikot dah byk energi terbuang tp yg di boikot si israel mkin jaya n sukses aja tuh jdnya yah gk ngaruh weeekkks,negative,0.6946247816085815,1,Sun Nov 03 11:49:30 +0000 2024,,debbieflavi,uploaded_data
Kocak bgt anjir boikot cuma gegara grup yg ga disuka jadi GBA nya Eh dari dulu udh ada seruan boikot label lu yg pro israel itu malah ga lu boikot bjir kocak,kocak bgt anjir boikot cuma gegara grup yg ga disuka jadi gba nya eh dari dulu udh ada seruan boikot label lu yg pro israel itu malah ga lu boikot bjir kocak,positive,0.9971392154693604,1,Sun Nov 03 11:01:27 +0000 2024,↻ ◁ || ▷ ↺,markyournana,uploaded_data
@catzkang Boikot tuh produk yg berafiliasi sama Israel aelah jadi fans jangan tolil2 amat lah,boikot tuh produk yg berafiliasi sama israel aelah jadi fans jangan tolil2 amat lah,positive,0.99813312292099,0,Sun Nov 03 08:38:32 +0000 2024,,berbjess,uploaded_data
